序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
1119,AERONAUT 6000D 风动6000D AYPQ014 Lining 风动导流,LI-NING AERONAUT 6000D,LI-NING,李宁,AERONAUT 6000D,LI-NING AERONAUT 6000D,AERONAUT 6000D 风动6000D AYPQ014 Lining 风动导流；LI-NING AERONAUT 6000D 风动6000D；AERONAUT6000D；AYPQ014；风动；风动导流,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000D-风动6000D,LI-NING AERONAUT 6000D 风动6000D,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1120,AERONAUT 6000I 风动6000I AYPR006 Lining 风动导流,LI-NING AERONAUT 6000I,LI-NING,李宁,AERONAUT 6000I,LI-NING AERONAUT 6000I,AERONAUT 6000I 风动6000I AYPR006 Lining 风动导流；LI-NING AERONAUT 6000I 风动6000I；AERONAUT6000I；AYPR006；风动；风动导流,990,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-6000I-风动6000I,LI-NING AERONAUT 6000I 风动6000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1124,AERONAUT 7000I 粉色 风动7000I AYPP238 Lining 风动导流,LI-NING AERONAUT 7000I,LI-NING,李宁,AERONAUT 7000I,LI-NING AERONAUT 7000I,AERONAUT 7000I 粉色 风动7000I AYPP238 Lining 风动导流；LI-NING AERONAUT 7000I 粉色 风动7000I；AERONAUT7000I；AYPP238；风动；风动导流,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000I-粉色-风动7000I,LI-NING AERONAUT 7000I 粉色 风动7000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1125,AERONAUT 7000I 青紫 风动7000i AYPP028 Lining 风动导流,LI-NING AERONAUT 7000I,LI-NING,李宁,AERONAUT 7000I,LI-NING AERONAUT 7000I,AERONAUT 7000I 青紫 风动7000i AYPP028 Lining 风动导流；LI-NING AERONAUT 7000I 青紫 风动7000I；AERONAUT7000I；AYPP028；风动；风动导流,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-7000I-青紫-风动7000I,LI-NING AERONAUT 7000I 青紫 风动7000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1131,AERONAUT 9000C（城势版） AYPR152,LI-NING AERONAUT 9000C,LI-NING,李宁,AERONAUT 9000C,LI-NING AERONAUT 9000C,AERONAUT 9000C（城势版） AYPR152；LI-NING AERONAUT 9000C；AERONAUT9000C；AYPR152,2180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-9000C-城势版,LI-NING AERONAUT 9000C,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1133,AERONAUT 9000I 9000i 风动9000I AYPR004 Lining 风动导流,LI-NING AERONAUT 9000I,LI-NING,李宁,AERONAUT 9000I,LI-NING AERONAUT 9000I,AERONAUT 9000I 9000i 风动9000I AYPR004 Lining 风动导流；LI-NING AERONAUT 9000I 9000I 风动9000I；AERONAUT9000I；AYPR004；风动；风动导流,2180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-9000I-9000I-风动9000I,LI-NING AERONAUT 9000I 9000I 风动9000I,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1136,Air Stream 99TD AYPL134 N99 AlRSTREAM99TD Lining 风动导流,LI-NING N99,LI-NING,李宁,N99,LI-NING N99,Air Stream 99TD AYPL134 N99 AlRSTREAM99TD Lining 风动导流；LI-NING N99；STREAM99TD；AYPL134；N99；风动；风动导流,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N99,LI-NING N99,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1137,AirStream N99 AYPL024 Lining 风动导流,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,LI-NING,李宁,AERONAUT 4000B 风动4000B AERONAUT4000B,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,AirStream N99 AYPL024 Lining 风动导流；LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B；N99；AYPL024；风动；风动导流,815,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AERONAUT-4000B-风动4000B-AERONAUT4000B,LI-NING AERONAUT 4000B 风动4000B AERONAUT4000B,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
1138,AirStream N99 奥运纪念 AYPM032 AYPM034 AYPL098 N99黑金 N99蓝银 Lining 风动导流,LI-NING N99,LI-NING,李宁,N99,LI-NING N99,AirStream N99 奥运纪念 AYPM032 AYPM034 AYPL098 N99黑金 N99蓝银 Lining 风动导流；LI-NING N99；N99；AYPM032；AYPM034；AYPL098；风动；风动导流,2180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N99,LI-NING N99,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1139,Flame N55 Ⅲ AYPH148 AYPH162 N55三代 N553 N55Ⅲ Lining 风动导流,LI-NING FLAME N55,LI-NING,李宁,FLAME N55,LI-NING FLAME N55,Flame N55 Ⅲ AYPH148 AYPH162 N55三代 N553 N55Ⅲ Lining 风动导流；LI-NING FLAME N55；N55；AYPH148；AYPH162；N553；风动；风动导流,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-FLAME-N55,LI-NING FLAME N55,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1157,WindStorm N77 II N77二代 Lining 风暴系列,LI-NING N77,LI-NING,李宁,N77,LI-NING N77,WindStorm N77 II N77二代 Lining 风暴系列；LI-NING N77；N77,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N77,LI-NING N77,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1158,Windstorm N60 WSN60 风暴N60 Lining 风暴系列,LI-NING N60,LI-NING,李宁,N60,LI-NING N60,Windstorm N60 WSN60 风暴N60 Lining 风暴系列；LI-NING N60；N60；WSN60,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N60,LI-NING N60,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1160,STORM N70 II N70II N702 n70二代 Lining 风系列,LI-NING N70-II,LI-NING,李宁,N70-II,LI-NING N70-II,STORM N70 II N70II N702 n70二代 Lining 风系列；LI-NING N70-II；N70；N70II；N702,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N70-II,LI-NING N70-II,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1161,STORM N70 鲍春来 御凌风 Lining 风系列,LI-NING N70,LI-NING,李宁,N70,LI-NING N70,STORM N70 鲍春来 御凌风 Lining 风系列；LI-NING N70；N70,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N70,LI-NING N70,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1162,STORM N77 疾影风 杜靖 于洋 AYPD220 Lining 风系列,LI-NING N77,LI-NING,李宁,N77,LI-NING N77,STORM N77 疾影风 杜靖 于洋 AYPD220 Lining 风系列；LI-NING N77；N77；AYPD220,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N77,LI-NING N77,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1163,风系列礼盒 风林火山 AYPT059 Lining 风系列,LI-NING 礼盒 风林火山,LI-NING,李宁,礼盒 风林火山,LI-NING 礼盒 风林火山,风系列礼盒 风林火山 AYPT059 Lining 风系列；LI-NING 礼盒 风林火山；AYPT059,1288,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-礼盒-风林火山,LI-NING 礼盒 风林火山,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1168,High Carbon 1150/1050 HC1050 HC1150 Lining 高碳系列,LI-NING HC1050,LI-NING,李宁,HC1050,LI-NING HC1050,High Carbon 1150/1050 HC1050 HC1150 Lining 高碳系列；LI-NING HC1050；CARBON1150；HC1050；HC1150；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1050,LI-NING HC1050,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1169,High Carbon 1200 HC1200 AYPE158 Lining 高碳系列,LI-NING HC1200,LI-NING,李宁,HC1200,LI-NING HC1200,High Carbon 1200 HC1200 AYPE158 Lining 高碳系列；LI-NING HC1200；CARBON1200；HC1200；AYPE158；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1200,LI-NING HC1200,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1170,High Carbon 1200 橙色 AYPK092 HC1200 Lining 高碳系列,LI-NING HC1200,LI-NING,李宁,HC1200,LI-NING HC1200,High Carbon 1200 橙色 AYPK092 HC1200 Lining 高碳系列；LI-NING HC1200；CARBON1200；AYPK092；HC1200；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1200,LI-NING HC1200,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1171,High Carbon 1200 粉色 HC1200 AYPR016 Lining 高碳系列,LI-NING HC1200,LI-NING,李宁,HC1200,LI-NING HC1200,High Carbon 1200 粉色 HC1200 AYPR016 Lining 高碳系列；LI-NING HC1200；CARBON1200；HC1200；AYPR016；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1200,LI-NING HC1200,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1172,High Carbon 1200 蓝色 HC1200 AYPR018 Lining 高碳系列,LI-NING HC1200,LI-NING,李宁,HC1200,LI-NING HC1200,High Carbon 1200 蓝色 HC1200 AYPR018 Lining 高碳系列；LI-NING HC1200；CARBON1200；HC1200；AYPR018；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1200,LI-NING HC1200,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1173,High Carbon 1250 HC1250 Lining 高碳系列,LI-NING HC1250,LI-NING,李宁,HC1250,LI-NING HC1250,High Carbon 1250 HC1250 Lining 高碳系列；LI-NING HC1250；CARBON1250；HC1250；高碳系列,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HC1250,LI-NING HC1250,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
